wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaczepionych;%_zaszczepionych_pe�n�_dawk�
10;łódzkie;1017;wieluński;1017042;gm.w Mokrsko;Sieradzki;5359;2411;2320;44,9897;43,2917
6;lubelskie;618;tomaszowski;618123;gm.m-w. Tyszowce;Zamojski;5437;2440;2353;44,8777;43,2775
20;podlaskie;2011;sokólski;2011072;gm.w Sidra;Białostocki;3358;1512;1453;45,0268;43,2698
2;dolnośląskie;205;jaworski;205023;gm.m-w. Bolków;Jeleniogórski;10311;4587;4459;44,4865;43,2451
14;mazowieckie;1464;Siedlce;1464011;Siedlce;;77813;34801;33649;44,7239;43,2434
30;wielkopolskie;3022;rawicki;3022023;gm.m-w. Jutrosin;Leszczyński;7044;3148;3046;44,6905;43,2425
14;mazowieckie;1411;makowski;1411022;gm.w Czerwonka;Ostrołęcki;2632;1176;1138;44,6809;43,2371
8;lubuskie;810;żagański;810073;gm.m-w. Szprotawa;Zielonogórski;20367;9159;8806;44,9698;43,2366
4;kujawsko-pomorskie;418;włocławski;418063;gm.m-w. Chodecz;Włocławski;5972;2651;2582;44,3905;43,2351
16;opolskie;1607;nyski;1607042;gm.w Łambinowice;Opolski;7388;3295;3194;44,5994;43,2323
10;łódzkie;1003;łaski;1003032;gm.w Sędziejowice;Sieradzki;6343;2823;2742;44,5058;43,2288
28;warmińsko-mazurskie;2818;gołdapski;2818022;gm.w Dubeninki;Suwalski;2857;1268;1235;44,3822;43,2272
4;kujawsko-pomorskie;412;rypiński;412042;gm.w Rypin;Włocławski;7533;3352;3256;44,4975;43,2232
12;małopolskie;1201;bocheński;1201052;gm.w Łapanów;Tarnowski;8197;3686;3543;44,9677;43,2231
28;warmińsko-mazurskie;2818;gołdapski;2818012;gm.w Banie Mazurskie;Suwalski;3614;1607;1562;44,466;43,2208
30;wielkopolskie;3019;pilski;3019052;gm.w Miasteczko Krajeńskie;Pilski;3147;1402;1360;44,5504;43,2158
2;dolnośląskie;222;wołowski;222022;gm.w Wińsko;Wrocławski;8212;3660;3548;44,5689;43,2051
6;lubelskie;614;puławski;614102;gm.w Wąwolnica;Lubelski;4569;2044;1974;44,7363;43,2042
4;kujawsko-pomorskie;408;lipnowski;408043;gm.m-w. Dobrzyń nad Wisłą;Włocławski;7505;3390;3242;45,1699;43,1979
18;podkarpackie;1814;przeworski;1814042;gm.w Jawornik Polski;Przemyski;4406;1947;1903;44,1897;43,1911
16;opolskie;1606;namysłowski;1606012;gm.w Domaszowice;Opolski;3573;1618;1543;45,2841;43,185
12;małopolskie;1215;suski;1215032;gm.w Budzów;Bielski;8902;3936;3844;44,2148;43,1813
2;dolnośląskie;216;polkowicki;216053;gm.m-w. Przemków;Legnicki;8282;3694;3576;44,6028;43,178
28;warmińsko-mazurskie;2802;braniewski;2802042;gm.w Lelkowo;Elbląski;2763;1232;1193;44,5892;43,1777
32;zachodniopomorskie;3205;gryficki;3205012;gm.w Brojce;Szczeciński;3664;1646;1582;44,9236;43,1769
10;łódzkie;1002;kutnowski;1002072;gm.w Łanięta;Płocki;2425;1085;1047;44,7423;43,1753
14;mazowieckie;1402;ciechanowski;1402042;gm.w Gołymin-Ośrodek;Ciechanowski;3709;1656;1601;44,6482;43,1653
14;mazowieckie;1437;żuromiński;1437013;gm.m-w. Bieżuń;Ciechanowski;4903;2195;2116;44,7685;43,1573
10;łódzkie;1010;piotrkowski;1010052;gm.w Łęki Szlacheckie;Piotrkowski;3405;1537;1469;45,1395;43,1424
14;mazowieckie;1406;grójecki;1406073;gm.m-w. Mogielnica;Radomski;8579;3871;3701;45,1218;43,1402
16;opolskie;1607;nyski;1607092;gm.w Skoroszyce;Opolski;6164;2759;2659;44,7599;43,1376
6;lubelskie;611;łukowski;611011;Łuków;Siedlecki;29441;13103;12696;44,506;43,1235
4;kujawsko-pomorskie;406;grudziądzki;406052;gm.w Rogóźno;Toruński;4195;1894;1809;45,149;43,1228
32;zachodniopomorskie;3217;wałecki;3217052;gm.w Wałcz;Pilski;12664;5712;5460;45,1042;43,1143
30;wielkopolskie;3004;gostyński;3004052;gm.w Piaski;Leszczyński;8613;3831;3712;44,4793;43,0976
28;warmińsko-mazurskie;2812;nowomiejski;2812032;gm.w Grodziczno;Toruński;6247;2845;2692;45,5419;43,0927
26;świętokrzyskie;2604;kielecki;2604043;gm.m-w. Chmielnik;Kielecki;11170;5026;4813;44,9955;43,0886
14;mazowieckie;1406;grójecki;1406062;gm.w Jasieniec;Radomski;5356;2417;2307;45,127;43,0732
30;wielkopolskie;3004;gostyński;3004073;gm.m-w. Poniec;Leszczyński;7715;3426;3323;44,407;43,0719
28;warmińsko-mazurskie;2807;iławski;2807063;gm.m-w. Susz;Elbląski;12634;5718;5441;45,2588;43,0663
12;małopolskie;1202;brzeski;1202023;gm.m-w. Brzesko;;36264;16041;15616;44,234;43,062
28;warmińsko-mazurskie;2802;braniewski;2802062;gm.w Płoskinia;Elbląski;2465;1105;1061;44,8276;43,0426
24;śląskie;2407;lubliniecki;2407083;gm.m-w. Woźniki;Częstochowski;9568;4250;4117;44,4189;43,0288
16;opolskie;1601;brzeski;1601062;gm.w Olszanka;Opolski;4874;2179;2097;44,7066;43,0242
14;mazowieckie;1427;sierpecki;1427042;gm.w Rościszewo;Płocki;4098;1895;1763;46,2421;43,021
6;lubelskie;619;włodawski;619082;gm.w Wyryki;Chełmski;2529;1108;1088;43,8118;43,021
30;wielkopolskie;3011;kościański;3011043;gm.m-w. Krzywiń;Leszczyński;9926;4406;4270;44,3885;43,0183
24;śląskie;2404;częstochowski;2404032;gm.w Janów;Częstochowski;5958;2643;2563;44,3605;43,0178
24;śląskie;2417;żywiecki;2417052;gm.w Koszarawa;Bielski;2346;1060;1009;45,1833;43,0094
24;śląskie;2407;lubliniecki;2407022;gm.w Boronów;Częstochowski;3449;1558;1483;45,1725;42,998
24;śląskie;2409;myszkowski;2409032;gm.w Niegowa;Częstochowski;5604;2477;2409;44,2006;42,9872
26;świętokrzyskie;2604;kielecki;2604133;gm.m-w. Nowa Słupia;Kielecki;9361;4207;4024;44,9418;42,9869
26;świętokrzyskie;2612;staszowski;2612083;gm.m-w. Szydłów;Kielecki;4590;2068;1973;45,0545;42,9847
26;świętokrzyskie;2610;skarżyski;2610032;gm.w Łączna;Kielecki;4921;2187;2115;44,4422;42,9791
14;mazowieckie;1407;kozienicki;1407032;gm.w Gniewoszów;Radomski;3842;1750;1651;45,5492;42,9724
10;łódzkie;1012;radomszczański;1012022;gm.w Dobryszyce;Piotrkowski;4463;1991;1917;44,6112;42,9532
6;lubelskie;619;włodawski;619072;gm.w Wola Uhruska;Chełmski;3817;1672;1639;43,804;42,9395
14;mazowieckie;1420;płoński;1420043;gm.m-w. Czerwińsk nad Wisłą;Płocki;7608;3441;3266;45,2287;42,9285
8;lubuskie;804;nowosolski;804063;gm.m-w. Nowe Miasteczko;Zielonogórski;5333;2430;2289;45,5653;42,9214
14;mazowieckie;1415;ostrołęcki;1415042;gm.w Goworowo;Ostrołęcki;8211;3677;3524;44,7814;42,918
10;łódzkie;1017;wieluński;1017082;gm.w Skomlin;Sieradzki;3267;1430;1402;43,771;42,914
30;wielkopolskie;3009;kolski;3009113;gm.m-w. Przedecz;Koniński;4071;1859;1747;45,6645;42,9133
20;podlaskie;2011;sokólski;2011052;gm.w Kuźnica;Białostocki;3890;1702;1669;43,7532;42,9049
6;lubelskie;603;chełmski;603052;gm.w Dubienka;Chełmski;2310;1026;991;44,4156;42,9004
30;wielkopolskie;3013;leszczyński;3013072;gm.w Włoszakowice;Leszczyński;9754;4434;4183;45,4583;42,885
10;łódzkie;1017;wieluński;1017012;gm.w Biała;Sieradzki;5396;2385;2314;44,1994;42,8836
14;mazowieckie;1427;sierpecki;1427072;gm.w Zawidz;Płocki;6513;2921;2792;44,8488;42,8681
20;podlaskie;2011;sokólski;2011083;gm.m-w. Sokółka;Białostocki;25184;11144;10793;44,2503;42,8566
28;warmińsko-mazurskie;2815;ostródzki;2815063;gm.m-w. Miłakowo;Olsztyński;5372;2381;2301;44,3224;42,8332
14;mazowieckie;1422;przasnyski;1422072;gm.w Przasnysz;Ostrołęcki;7204;3188;3085;44,2532;42,8234
26;świętokrzyskie;2611;starachowicki;2611032;gm.w Mirzec;Kielecki;8225;3634;3521;44,1824;42,8085
2;dolnośląskie;201;bolesławiecki;201062;gm.w Warta Bolesławiecka;Legnicki;8579;3794;3672;44,2243;42,8022
6;lubelskie;609;lubelski;609112;gm.w Niemce;Lubelski;20042;8909;8578;44,4517;42,8001
14;mazowieckie;1429;sokołowski;1429042;gm.w Jabłonna Lacka;Siedlecki;4375;1931;1872;44,1371;42,7886
20;podlaskie;2002;białostocki;2002073;gm.m-w. Michałowo;Białostocki;6446;2863;2758;44,4151;42,7862
26;świętokrzyskie;2605;konecki;2605083;gm.m-w. Stąporków;Kielecki;16475;7341;7049;44,5584;42,786
18;podkarpackie;1811;mielecki;1811011;Mielec;;60075;26699;25699;44,4428;42,7782
14;mazowieckie;1423;przysuski;1423032;gm.w Klwów;Radomski;3364;1517;1439;45,0951;42,7765
6;lubelskie;609;lubelski;609052;gm.w Głusk;Lubelski;11981;5326;5125;44,4537;42,7761
4;kujawsko-pomorskie;402;brodnicki;402082;gm.w Osiek;Toruński;4022;1769;1720;43,9831;42,7648
16;opolskie;1606;namysłowski;1606052;gm.w Wilków;Opolski;4357;1901;1863;43,6309;42,7588
16;opolskie;1602;głubczycki;1602033;gm.m-w. Głubczyce;Opolski;22029;9739;9419;44,2099;42,7573
4;kujawsko-pomorskie;408;lipnowski;408052;gm.w Kikół;Włocławski;7050;3237;3014;45,9149;42,7518
26;świętokrzyskie;2604;kielecki;2604053;gm.m-w. Daleszyce;Kielecki;15828;7087;6766;44,7751;42,747
6;lubelskie;614;puławski;614062;gm.w Kurów;Lubelski;7608;3366;3252;44,2429;42,7445
28;warmińsko-mazurskie;2804;elbląski;2804012;gm.w Elbląg;Elbląski;7593;3371;3245;44,3962;42,7367
2;dolnośląskie;203;głogowski;203022;gm.w Głogów;Legnicki;6845;3042;2925;44,4412;42,7319
10;łódzkie;1015;skierniewicki;1015022;gm.w Głuchów;Skierniewicki;5701;2517;2436;44,1501;42,7293
32;zachodniopomorskie;3213;sławieński;3213042;gm.w Malechowo;Koszaliński;6201;2747;2648;44,2993;42,7028
6;lubelskie;601;bialski;601011;Międzyrzec Podlaski;Bialskopodlaski;16667;7320;7116;43,9191;42,6951
6;lubelskie;609;lubelski;609132;gm.w Wojciechów;Lubelski;5957;2636;2543;44,2505;42,6893
2;dolnośląskie;208;kłodzki;208143;gm.m-w. Szczytna;Wałbrzyski;7185;3167;3066;44,0779;42,6722
22;pomorskie;2206;kościerski;2206072;gm.w Nowa Karczma;Gdański;7057;3147;3011;44,594;42,6669
32;zachodniopomorskie;3210;myśliborski;3210052;gm.w Nowogródek Pomorski;Gorzowski;3354;1492;1431;44,4842;42,6655
10;łódzkie;1012;radomszczański;1012092;gm.w Ładzice;Piotrkowski;4766;2111;2033;44,2929;42,6563
28;warmińsko-mazurskie;2814;olsztyński;2814102;gm.w Purda;Olsztyński;8743;3863;3729;44,1839;42,6513
22;pomorskie;2213;starogardzki;2213093;gm.m-w. Skarszewy;Gdański;14958;6594;6378;44,0834;42,6394
24;śląskie;2415;wodzisławski;2415062;gm.w Gorzyce;Katowicki;21370;9333;9106;43,6734;42,6111
30;wielkopolskie;3009;kolski;3009043;gm.m-w. Dąbie;Koniński;6251;2768;2663;44,2809;42,6012
14;mazowieckie;1434;wołomiński;1434052;gm.w Dąbrówka;Ostrołęcki;8188;3705;3486;45,2491;42,5745
30;wielkopolskie;3017;ostrowski;3017063;gm.m-w. Raszków;Kaliski;11881;5247;5058;44,1629;42,5722
4;kujawsko-pomorskie;417;wąbrzeski;417052;gm.w Ryńsk;Toruński;8574;3810;3650;44,4367;42,5706
8;lubuskie;801;gorzowski;801073;gm.m-w. Witnica;Gorzowski;12778;5650;5436;44,2166;42,5419
2;dolnośląskie;210;lubański;210062;gm.w Platerówka;Jeleniogórski;1629;711;693;43,6464;42,5414
14;mazowieckie;1429;sokołowski;1429032;gm.w Ceranów;Siedlecki;2126;943;904;44,3556;42,5212
28;warmińsko-mazurskie;2804;elbląski;2804032;gm.w Gronowo Elbląskie;Elbląski;5115;2233;2174;43,6559;42,5024
18;podkarpackie;1861;Krosno;1861011;Krosno;;45944;20142;19524;43,8403;42,4952
20;podlaskie;2011;sokólski;2011043;gm.m-w. Krynki;Białostocki;2958;1294;1257;43,7458;42,4949
2;dolnośląskie;203;głogowski;203052;gm.w Pęcław;Legnicki;2210;975;939;44,1176;42,4887
10;łódzkie;1009;pajęczański;1009062;gm.w Siemkowice;Sieradzki;4745;2110;2016;44,4679;42,4868
10;łódzkie;1014;sieradzki;1014093;gm.m-w. Warta;Sieradzki;12510;5496;5314;43,9329;42,478
28;warmińsko-mazurskie;2809;lidzbarski;2809053;gm.m-w. Orneta;Elbląski;11816;5273;5018;44,6259;42,4678
22;pomorskie;2209;malborski;2209032;gm.w Lichnowy;Elbląski;4618;2067;1961;44,7596;42,4643
10;łódzkie;1012;radomszczański;1012122;gm.w Radomsko;Piotrkowski;5546;2448;2355;44,1399;42,463
10;łódzkie;1018;wieruszowski;1018032;gm.w Galewice;Kaliski;6096;2659;2588;43,6188;42,4541
14;mazowieckie;1420;płoński;1420072;gm.w Naruszewo;Ciechanowski;6298;2796;2673;44,395;42,442
6;lubelskie;609;lubelski;609033;gm.m-w. Bychawa;Lubelski;11532;5046;4886;43,7565;42,3691
30;wielkopolskie;3017;ostrowski;3017033;gm.m-w. Odolanów;Kaliski;14674;6421;6215;43,7577;42,3538
14;mazowieckie;1416;ostrowski;1416052;gm.w Małkinia Górna;Ostrołęcki;11546;5115;4887;44,3011;42,3263
28;warmińsko-mazurskie;2808;kętrzyński;2808022;gm.w Barciany;Olsztyński;6030;2677;2551;44,3947;42,3051
28;warmińsko-mazurskie;2814;olsztyński;2814063;gm.m-w. Jeziorany;Olsztyński;7601;3364;3215;44,2573;42,2971
10;łódzkie;1003;łaski;1003012;gm.w Buczek;Sieradzki;5095;2249;2155;44,1413;42,2964
6;lubelskie;617;świdnicki;617033;gm.m-w. Piaski;Lubelski;10467;4661;4427;44,5304;42,2948
10;łódzkie;1015;skierniewicki;1015042;gm.w Kowiesy;Skierniewicki;2880;1264;1218;43,8889;42,2917
10;łódzkie;1019;zduńskowolski;1019032;gm.w Zapolice;Sieradzki;5243;2289;2217;43,6582;42,285
28;warmińsko-mazurskie;2815;ostródzki;2815092;gm.w Ostróda;Olsztyński;16094;7100;6802;44,1158;42,2642
2;dolnośląskie;206;karkonoski;206052;gm.w Janowice Wielkie;Jeleniogórski;4274;1874;1806;43,8465;42,2555
24;śląskie;2404;częstochowski;2404142;gm.w Przyrów;Częstochowski;3737;1647;1579;44,0728;42,2531
24;śląskie;2413;tarnogórski;2413082;gm.w Tworóg;Katowicki;8282;3591;3499;43,3591;42,2482
14;mazowieckie;1413;mławski;1413052;gm.w Strzegowo;Ciechanowski;7415;3287;3132;44,3291;42,2387
22;pomorskie;2206;kościerski;2206082;gm.w Stara Kiszewa;Gdański;6826;2994;2883;43,8617;42,2356
2;dolnośląskie;211;lubiński;211032;gm.w Rudna;Legnicki;7793;3453;3291;44,309;42,2302
4;kujawsko-pomorskie;408;lipnowski;408073;gm.m-w. Skępe;Włocławski;7470;3295;3154;44,1098;42,2222
2;dolnośląskie;214;oleśnicki;214053;gm.m-w. Międzybórz;Kaliski;5100;2225;2153;43,6275;42,2157
24;śląskie;2415;wodzisławski;2415082;gm.w Marklowice;Katowicki;5417;2364;2286;43,6404;42,2005
22;pomorskie;2212;słupski;2212053;gm.m-w. Kępice;Słupski;8941;3885;3773;43,4515;42,1989
22;pomorskie;2215;wejherowski;2215092;gm.w Szemud;Gdański;18620;8183;7856;43,9474;42,1912
10;łódzkie;1016;tomaszowski;1016102;gm.w Ujazd;Piotrkowski;7706;3391;3251;44,0047;42,1879
10;łódzkie;1016;tomaszowski;1016082;gm.w Rzeczyca;Piotrkowski;4609;2013;1944;43,6754;42,1783
16;opolskie;1606;namysłowski;1606042;gm.w Świerczów;Opolski;3259;1417;1374;43,4796;42,1602
20;podlaskie;2013;wysokomazowiecki;2013093;gm.m-w. Szepietowo;Łomżyński;6840;2985;2883;43,6404;42,1491
14;mazowieckie;1427;sierpecki;1427022;gm.w Gozdowo;Płocki;5933;2597;2500;43,7721;42,1372
18;podkarpackie;1805;jasielski;1805011;Jasło;;34542;14953;14555;43,2893;42,1371
14;mazowieckie;1401;białobrzeski;1401032;gm.w Radzanów;Radomski;3883;1722;1636;44,3472;42,1324
4;kujawsko-pomorskie;402;brodnicki;402042;gm.w Brzozie;Toruński;3828;1709;1612;44,6447;42,1108
6;lubelskie;609;lubelski;609102;gm.w Niedrzwica Duża;Lubelski;11893;5179;5008;43,5466;42,1088
2;dolnośląskie;219;świdnicki;219032;gm.w Dobromierz;Wałbrzyski;5173;2238;2178;43,2631;42,1032
30;wielkopolskie;3004;gostyński;3004042;gm.w Pępowo;Leszczyński;5938;2575;2500;43,3648;42,1017
28;warmińsko-mazurskie;2806;giżycki;2806062;gm.w Miłki;Suwalski;3703;1595;1559;43,0732;42,101
16;opolskie;1601;brzeski;1601043;gm.m-w. Lewin Brzeski;Opolski;12844;5594;5407;43,5534;42,0975
26;świętokrzyskie;2604;kielecki;2604012;gm.w Bieliny;Kielecki;10260;4505;4319;43,9084;42,0955
10;łódzkie;1009;pajęczański;1009032;gm.w Nowa Brzeźnica;Częstochowski;4535;1961;1909;43,2415;42,0948
26;świętokrzyskie;2612;staszowski;2612062;gm.w Rytwiany;Tarnobrzeski;6340;2787;2667;43,959;42,0662
32;zachodniopomorskie;3209;koszaliński;3209073;gm.m-w. Sianów;Koszaliński;13852;6045;5827;43,6399;42,0661
28;warmińsko-mazurskie;2814;olsztyński;2814033;gm.m-w. Dobre Miasto;Olsztyński;15723;6906;6614;43,9229;42,0658
14;mazowieckie;1420;płoński;1420032;gm.w Baboszewo;Ciechanowski;7913;3436;3328;43,4222;42,0574
30;wielkopolskie;3020;pleszewski;3020042;gm.w Gizałki;Kaliski;4591;2031;1930;44,2387;42,0388
6;lubelskie;604;hrubieszowski;604082;gm.w Werbkowice;Zamojski;9121;3981;3833;43,6465;42,0239
10;łódzkie;1012;radomszczański;1012082;gm.w Lgota Wielka;Piotrkowski;4262;1860;1791;43,6415;42,0225
26;świętokrzyskie;2603;kazimierski;2603053;gm.m-w. Skalbmierz;Kielecki;6386;2810;2683;44,0025;42,0138
6;lubelskie;606;krasnostawski;606072;gm.w Łopiennik Górny;Chełmski;3837;1699;1612;44,2794;42,012
32;zachodniopomorskie;3208;kołobrzeski;3208052;gm.w Rymań;Koszaliński;3904;1723;1640;44,1342;42,0082
6;lubelskie;612;opolski;612032;gm.w Karczmiska;Lubelski;5487;2402;2304;43,7762;41,9902
14;mazowieckie;1415;ostrołęcki;1415102;gm.w Rzekuń;Ostrołęcki;10963;4780;4601;43,6012;41,9684
28;warmińsko-mazurskie;2813;olecki;2813043;gm.m-w. Olecko;Suwalski;21957;9549;9215;43,4895;41,9684
6;lubelskie;612;opolski;612053;gm.m-w. Opole Lubelskie;Lubelski;16980;7375;7126;43,4335;41,967
10;łódzkie;1004;łęczycki;1004042;gm.w Grabów;Koniński;5829;2557;2446;43,8669;41,9626
14;mazowieckie;1429;sokołowski;1429062;gm.w Repki;Siedlecki;5091;2213;2136;43,4689;41,9564
26;świętokrzyskie;2604;kielecki;2604153;gm.m-w. Pierzchnica;Kielecki;4636;2054;1944;44,3054;41,9327
2;dolnośląskie;226;złotoryjski;226043;gm.m-w. Świerzawa;Jeleniogórski;7484;3275;3138;43,76;41,9294
14;mazowieckie;1433;węgrowski;1433072;gm.w Sadowne;Siedlecki;5789;2525;2427;43,6172;41,9243
20;podlaskie;2063;Suwałki;2063011;Suwałki;;69639;30189;29190;43,3507;41,9162
28;warmińsko-mazurskie;2812;nowomiejski;2812022;gm.w Biskupiec;Toruński;9319;4067;3906;43,642;41,9144
6;lubelskie;618;tomaszowski;618063;gm.m-w. Łaszczów;Zamojski;5915;2588;2479;43,7532;41,9104
20;podlaskie;2062;Łomża;2062011;Łomża;;62573;27055;26224;43,2375;41,9094
24;śląskie;2405;gliwicki;2405073;gm.m-w. Toszek;Katowicki;9361;4060;3923;43,3714;41,9079
28;warmińsko-mazurskie;2811;nidzicki;2811032;gm.w Kozłowo;Olsztyński;5924;2623;2482;44,2775;41,8974
6;lubelskie;607;kraśnicki;607011;Kraśnik;;33917;14810;14206;43,6654;41,8846
4;kujawsko-pomorskie;417;wąbrzeski;417022;gm.w Dębowa Łąka;Toruński;3154;1379;1321;43,7223;41,8833
10;łódzkie;1015;skierniewicki;1015032;gm.w Godzianów;Skierniewicki;2665;1186;1116;44,5028;41,8762
28;warmińsko-mazurskie;2802;braniewski;2802072;gm.w Wilczęta;Elbląski;2935;1259;1229;42,8961;41,8739
14;mazowieckie;1407;kozienicki;1407042;gm.w Grabów nad Pilicą;Radomski;3919;1690;1641;43,1232;41,8729
12;małopolskie;1201;bocheński;1201032;gm.w Drwinia;Krakowski;6494;2831;2719;43,5941;41,8694
10;łódzkie;1012;radomszczański;1012132;gm.w Wielgomłyny;Piotrkowski;4510;1972;1886;43,7251;41,8182
26;świętokrzyskie;2604;kielecki;2604142;gm.w Piekoszów;Kielecki;16433;7121;6870;43,3335;41,8061
16;opolskie;1605;krapkowicki;1605013;gm.m-w. Gogolin;Opolski;12628;5402;5278;42,778;41,796
12;małopolskie;1201;bocheński;1201022;gm.w Bochnia;Tarnowski;20152;8705;8422;43,1967;41,7924
2;dolnośląskie;210;lubański;210042;gm.w Lubań;Jeleniogórski;6569;2840;2745;43,2334;41,7872
14;mazowieckie;1434;wołomiński;1434062;gm.w Jadów;Siedlecki;7433;3260;3105;43,8585;41,7732
14;mazowieckie;1409;lipski;1409063;gm.m-w. Solec nad Wisłą;Radomski;4791;2051;2001;42,8094;41,7658
12;małopolskie;1216;tarnowski;1216092;gm.w Tarnów;Tarnowski;26224;11326;10952;43,1894;41,7633
6;lubelskie;604;hrubieszowski;604042;gm.w Hrubieszów;Zamojski;9881;4295;4125;43,4673;41,7468
14;mazowieckie;1416;ostrowski;1416112;gm.w Zaręby Kościelne;Łomżyński;3598;1550;1502;43,0795;41,7454
14;mazowieckie;1404;gostyniński;1404043;gm.m-w. Sanniki;Płocki;5972;2599;2493;43,5198;41,7448
2;dolnośląskie;211;lubiński;211043;gm.m-w. Ścinawa;Legnicki;9872;4321;4121;43,7703;41,7443
26;świętokrzyskie;2610;skarżyski;2610042;gm.w Skarżysko Kościelne;Kielecki;5951;2578;2484;43,3205;41,7409
10;łódzkie;1013;rawski;1013023;gm.m-w. Biała Rawska;Skierniewicki;11239;4943;4690;43,9808;41,7297
32;zachodniopomorskie;3218;łobeski;3218053;gm.m-w. Węgorzyno;Szczeciński;6856;3034;2860;44,2532;41,7153
28;warmińsko-mazurskie;2813;olecki;2813032;gm.w Kowale Oleckie;Suwalski;4933;2128;2057;43,138;41,6988
14;mazowieckie;1416;ostrowski;1416022;gm.w Andrzejewo;Łomżyński;4022;1764;1677;43,8588;41,6957
10;łódzkie;1018;wieruszowski;1018052;gm.w Łubnice;Kaliski;4015;1718;1674;42,7895;41,6936
18;podkarpackie;1816;rzeszowski;1816092;gm.w Krasne;Rzeszowski;11809;5090;4922;43,1027;41,6801
6;lubelskie;601;bialski;601162;gm.w Terespol;Bialskopodlaski;6594;2812;2748;42,6448;41,6742
18;podkarpackie;1817;sanocki;1817011;Sanok;;36999;15885;15418;42,9336;41,6714
28;warmińsko-mazurskie;2807;iławski;2807032;gm.w Iława;Olsztyński;13073;5662;5447;43,3106;41,666
14;mazowieckie;1404;gostyniński;1404022;gm.w Gostynin;Płocki;11957;5189;4980;43,3972;41,6492
12;małopolskie;1209;myślenicki;1209082;gm.w Tokarnia;Krakowski;8860;3823;3690;43,149;41,6479
22;pomorskie;2212;słupski;2212022;gm.w Damnica;Słupski;6080;2613;2531;42,977;41,6283
16;opolskie;1609;opolski;1609092;gm.w Popielów;Opolski;7969;3428;3316;43,0167;41,6112
10;łódzkie;1007;opoczyński;1007072;gm.w Sławno;Piotrkowski;7645;3317;3181;43,3878;41,6089
30;wielkopolskie;3009;kolski;3009052;gm.w Grzegorzew;Koniński;5665;2416;2357;42,6478;41,6064
30;wielkopolskie;3010;koniński;3010062;gm.w Krzymów;Koniński;8154;3533;3391;43,3284;41,587
4;kujawsko-pomorskie;402;brodnicki;402073;gm.m-w. Jabłonowo Pomorskie;Toruński;8845;3841;3678;43,4257;41,5828
32;zachodniopomorskie;3218;łobeski;3218013;gm.m-w. Dobra;Szczeciński;4353;1898;1810;43,6021;41,5805
22;pomorskie;2201;bytowski;2201082;gm.w Studzienice;Słupski;3788;1630;1575;43,0306;41,5787
18;podkarpackie;1803;dębicki;1803011;Dębica;;45189;19442;18781;43,0237;41,561
14;mazowieckie;1403;garwoliński;1403042;gm.w Garwolin;Siedlecki;13371;5783;5557;43,2503;41,5601
16;opolskie;1610;prudnicki;1610032;gm.w Lubrza;Opolski;4283;1819;1779;42,4702;41,5363
10;łódzkie;1007;opoczyński;1007012;gm.w Białaczów;Piotrkowski;5723;2458;2376;42,9495;41,5167
14;mazowieckie;1433;węgrowski;1433053;gm.m-w. Łochów;Siedlecki;17873;7809;7419;43,6916;41,5095
32;zachodniopomorskie;3214;stargardzki;3214102;gm.w Stargard;Szczeciński;14133;6069;5864;42,9421;41,4915
22;pomorskie;2212;słupski;2212072;gm.w Potęgowo;Słupski;6821;2962;2830;43,4247;41,4895
30;wielkopolskie;3008;kępiński;3008052;gm.w Perzów;Kaliski;3765;1605;1561;42,6295;41,4608
14;mazowieckie;1433;węgrowski;1433082;gm.w Stoczek;Siedlecki;4923;2126;2041;43,185;41,4585
12;małopolskie;1211;nowotarski;1211011;Nowy Targ;;33257;14179;13787;42,6346;41,4559
6;lubelskie;615;radzyński;615011;Radzyń Podlaski;Bialskopodlaski;15428;6578;6394;42,6368;41,4441
6;lubelskie;614;puławski;614022;gm.w Baranów;Lubelski;3830;1671;1587;43,6292;41,436
6;lubelskie;601;bialski;601052;gm.w Janów Podlaski;Bialskopodlaski;5257;2243;2178;42,6669;41,4305
12;małopolskie;1201;bocheński;1201042;gm.w Lipnica Murowana;Tarnowski;5642;2421;2337;42,9103;41,4215
24;śląskie;2411;raciborski;2411042;gm.w Krzyżanowice;Katowicki;11185;4742;4632;42,3961;41,4126
